"#","00_IDENTIFICADOR DE L'ALUMNE/A","01_NOM","02_DATA NAIXEMENT","03_RESPONSABLE 1","04_TELÈFON RESP. 1","05_MÒBIL RESP. 1","06_ADREÇA ELECTR. RESP. 1","07_RESPONSABLE 2","08_TELÈFON RESP. 2","09_MÒBIL RESP. 2","10_ADREÇA ELECTR. RESP. 2","11_ADREÇA","12_LOCALITAT","13_MUNICIPI","14_CORREU ELECTRÒNIC","15_ALTRES TELÈFONS","16_CENTRE PROCEDÈNCIA","17_GRUPSCLASSE"
"1","81089546594","Espinosa Torres, Laura","21/03/1999","Marcos Pacheco, Marcos","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Valles Izquierdo, David","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador David Valles Izquierdo","L'Armentera","Albanyà","laura@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","26945398687","Valverde Alsina, Alexandra","24/05/1999","Merino Blanco, Irene","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Alsina Mata, Ian","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Ian Alsina Mata","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","41936358644","Bueno Ribera, Emma","18/10/1996","Bermudez Mateu, Daniela","+34 XXXXXXX","+34 XXXXXXX","emma@mailintaor.com","Miguel Macias, Ainhoa","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Ainhoa Miguel Macias","L'Armentera","Albanyà","emma@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","63749250621","Montoya Capdevila, Isaac","02/06/1994","Alba Cruz, Ian","+34 XXXXXXX","+34 XXXXXXX","isaac@mailintaor.com","Soto Farre, Ona","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Ona Soto Farre","L'Armentera","Albanyà","isaac@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","43968369662","Sierra Arroyo, Eva","09/05/1999","Esteve Cortes, Daniela","+34 XXXXXXX","+34 XXXXXXX","eva@mailintaor.com","Guillen Campos, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Bruna Guillen Campos","L'Armentera","Albanyà","eva@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","57153315988","Rovira Alba, Max","09/01/1996","Campos Marcos, Sara","+34 XXXXXXX","+34 XXXXXXX","max@mailintaor.com","Viñas Mendoza, Judit","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Judit Viñas Mendoza","L'Armentera","Albanyà","max@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","36335580044","Cuenca Pages, Aina","23/12/1990","Fuentes Nieto, Laia","+34 XXXXXXX","+34 XXXXXXX","aina@mailintaor.com","Contreras Cardenas, Berta","+34 XXXXZZZZ","+34 XXXXLLL","laia@mailintaor.com","c/ de l'aviador Berta Contreras Cardenas","L'Armentera","Albanyà","aina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","88060193260","Carmona Zamora, Joana","19/08/1995","Figueras Viñas, Leyre","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Villar Casals, Marta","+34 XXXXZZZZ","+34 XXXXLLL","leyre@mailintaor.com","c/ de l'aviador Marta Villar Casals","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","25418041316","Rueda Vila, Malak","23/09/1993","Rojas Vazquez, Joana","+34 XXXXXXX","+34 XXXXXXX","malak@mailintaor.com","Reina Galvez, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","joana@mailintaor.com","c/ de l'aviador Isaac Reina Galvez","L'Armentera","Albanyà","malak@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","36341758020","Carrasco Rosell, Albert","25/12/1991","Salvador Valls, Mireia","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Valverde Hurtado, Ivet","+34 XXXXZZZZ","+34 XXXXLLL","mireia@mailintaor.com","c/ de l'aviador Ivet Valverde Hurtado","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","28598988597","Cardenas Bertran, Marina","18/03/1996","Ribera Guerra, Jaume","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Blanch Ventura, Bernat","+34 XXXXZZZZ","+34 XXXXLLL","jaume@mailintaor.com","c/ de l'aviador Bernat Blanch Ventura","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","69619638242","Ortega Marco, Marina","25/01/1996","Requena Casas, Sergi","+34 XXXXXXX","+34 XXXXXXX","marina@mailintaor.com","Badia Llorens, Bruna","+34 XXXXZZZZ","+34 XXXXLLL","sergi@mailintaor.com","c/ de l'aviador Bruna Badia Llorens","L'Armentera","Albanyà","marina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","22477199327","Carreras Ros, Álvaro","24/10/1999","Pardo Jimenez, Samuel","+34 XXXXXXX","+34 XXXXXXX","alvaro@mailintaor.com","Valero Vargas, Noa","+34 XXXXZZZZ","+34 XXXXLLL","samuel@mailintaor.com","c/ de l'aviador Noa Valero Vargas","L'Armentera","Albanyà","alvaro@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","58306220241","Vila Quesada, Max","15/07/1990","Cardenas Sanchez, Lola","+34 XXXXXXX","+34 XXXXXXX","max@mailintaor.com","Farre Ferre, Martí","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Martí Farre Ferre","L'Armentera","Albanyà","max@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","29263214701","Royo Carmona, Blanca","08/07/1992","Vila Piñol, Daniel","+34 XXXXXXX","+34 XXXXXXX","blanca@mailintaor.com","Gimenez Moya, Unai","+34 XXXXZZZZ","+34 XXXXLLL","daniel@mailintaor.com","c/ de l'aviador Unai Gimenez Moya","L'Armentera","Albanyà","blanca@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","84821738028","Ferrer Delgado, Inés","11/12/1998","Rios Rivera, Arlet","+34 XXXXXXX","+34 XXXXXXX","ines@mailintaor.com","Salvador Mendez, Sara","+34 XXXXZZZZ","+34 XXXXLLL","arlet@mailintaor.com","c/ de l'aviador Sara Salvador Mendez","L'Armentera","Albanyà","ines@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","32981049182","Iglesias Lazaro, Samuel","19/08/1993","Mesa Escudero, Cristina","+34 XXXXXXX","+34 XXXXXXX","samuel@mailintaor.com","Rosell Oliver, Ana","+34 XXXXZZZZ","+34 XXXXLLL","cristina@mailintaor.com","c/ de l'aviador Ana Rosell Oliver","L'Armentera","Albanyà","samuel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","38267386359","Rubio Villar, Lucía","16/06/1996","Fernandez Ortiz, Marta","+34 XXXXXXX","+34 XXXXXXX","lucia@mailintaor.com","Esteve Montes, Roc","+34 XXXXZZZZ","+34 XXXXLLL","marta@mailintaor.com","c/ de l'aviador Roc Esteve Montes","L'Armentera","Albanyà","lucia@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","36899912822","Mendez Sala, Ismael","25/02/1997","Macias Diaz, Martina","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Tomas Vives, Queralt","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Queralt Tomas Vives","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","78320162841","Marco Abad, Nil","22/02/1998","Luna Ros, Ariadna","+34 XXXXXXX","+34 XXXXXXX","nil@mailintaor.com","Espinosa Hurtado, Alexandra","+34 XXXXZZZZ","+34 XXXXLLL","ariadna@mailintaor.com","c/ de l'aviador Alexandra Espinosa Hurtado","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","97918567144","Pallares Capdevila, Cristina","22/09/1998","Murillo Ramos, Marc","+34 XXXXXXX","+34 XXXXXXX","cristina@mailintaor.com","Hidalgo Bueno, Alan","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Alan Hidalgo Bueno","L'Armentera","Albanyà","cristina@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","26898792648","Benito Nieto, Jordi","02/04/1994","Gracia Bonet, Mario","+34 XXXXXXX","+34 XXXXXXX","jordi@mailintaor.com","Ponce Blanco, Ayman","+34 XXXXZZZZ","+34 XXXXLLL","mario@mailintaor.com","c/ de l'aviador Ayman Ponce Blanco","L'Armentera","Albanyà","jordi@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","18132131997","Marco Rivas, Ayman","22/07/1991","Ventura Vicente, Ian","+34 XXXXXXX","+34 XXXXXXX","ayman@mailintaor.com","Nuñez Gallardo, Isaac","+34 XXXXZZZZ","+34 XXXXLLL","ian@mailintaor.com","c/ de l'aviador Isaac Nuñez Gallardo","L'Armentera","Albanyà","ayman@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","39811033885","Mora Pascual, Joana","06/11/1990","Cardona Grau, Martina","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Bravo Silva, Pau","+34 XXXXZZZZ","+34 XXXXLLL","martina@mailintaor.com","c/ de l'aviador Pau Bravo Silva","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1A"
"1","34624889006","Mateu Cuenca, Axel","06/09/1997","Gallego Codina, Joan","+34 XXXXXXX","+34 XXXXXXX","axel@mailintaor.com","Bernal Santiago, Aina","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Aina Bernal Santiago","L'Armentera","Albanyà","axel@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","18315739113","Carrera Capdevila, Marta","08/11/1992","Mas Esteban, Lola","+34 XXXXXXX","+34 XXXXXXX","marta@mailintaor.com","Bermudez Rovira, Lucía","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Lucía Bermudez Rovira","L'Armentera","Albanyà","marta@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","23587822934","Gimeno Comas, Oriol","25/09/1995","Gutierrez Rosell, Irene","+34 XXXXXXX","+34 XXXXXXX","oriol@mailintaor.com","Costa Barrera, Dídac","+34 XXXXZZZZ","+34 XXXXLLL","irene@mailintaor.com","c/ de l'aviador Dídac Costa Barrera","L'Armentera","Albanyà","oriol@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","76985367118","Redondo Cardenas, Roc","26/07/1996","Amaya Montero, Axel","+34 XXXXXXX","+34 XXXXXXX","roc@mailintaor.com","Jurado Acosta, Pol","+34 XXXXZZZZ","+34 XXXXLLL","axel@mailintaor.com","c/ de l'aviador Pol Jurado Acosta","L'Armentera","Albanyà","roc@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","12494944086","Castro Bosch, Joana","22/12/1992","Arenas Rios, Lucas","+34 XXXXXXX","+34 XXXXXXX","joana@mailintaor.com","Padilla Farre, Diego","+34 XXXXZZZZ","+34 XXXXLLL","lucas@mailintaor.com","c/ de l'aviador Diego Padilla Farre","L'Armentera","Albanyà","joana@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","88574681204","Herrero Rico, Irene","12/08/1991","Esteve Vicente, Víctor","+34 XXXXXXX","+34 XXXXXXX","irene@mailintaor.com","Gonzalez Espinosa, Daniel","+34 XXXXZZZZ","+34 XXXXLLL","victor@mailintaor.com","c/ de l'aviador Daniel Gonzalez Espinosa","L'Armentera","Albanyà","irene@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","87396913598","Llorens Leon, Ferran","26/05/1995","Farre Lorente, Carlos","+34 XXXXXXX","+34 XXXXXXX","ferran@mailintaor.com","Miro Ortega, Alba","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Alba Miro Ortega","L'Armentera","Albanyà","ferran@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","41806765144","Blanco Carrasco, Javier","15/05/1995","Salazar Marquez, Queralt","+34 XXXXXXX","+34 XXXXXXX","javier@mailintaor.com","Ros Quintana, Jaume","+34 XXXXZZZZ","+34 XXXXLLL","queralt@mailintaor.com","c/ de l'aviador Jaume Ros Quintana","L'Armentera","Albanyà","javier@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","12213497186","Contreras Galindo, Nora","20/12/1992","Gonzalez Amaya, Nil","+34 XXXXXXX","+34 XXXXXXX","nora@mailintaor.com","Saez Pardo, Alan","+34 XXXXZZZZ","+34 XXXXLLL","nil@mailintaor.com","c/ de l'aviador Alan Saez Pardo","L'Armentera","Albanyà","nora@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","73269909925","Rubio Avila, Ismael","16/10/1996","Saez Alcaraz, Carlos","+34 XXXXXXX","+34 XXXXXXX","ismael@mailintaor.com","Serrano Dalmau, Sergi","+34 XXXXZZZZ","+34 XXXXLLL","carlos@mailintaor.com","c/ de l'aviador Sergi Serrano Dalmau","L'Armentera","Albanyà","ismael@mailintaor.com","+34 XXXXYZZY","La Salle","CFA1B"
"1","85518905694","Dalmau Rius, Carlota","10/10/1992","Villanueva Sans, Gisela","+34 XXXXXXX","+34 XXXXXXX","carlota@mailintaor.com","Mora Gallardo, Emma","+34 XXXXZZZZ","+34 XXXXLLL","gisela@mailintaor.com","c/ de l'aviador Emma Mora Gallardo","L'Armentera","Albanyà","carlota@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","96647926735","Ibañez Torrent, Helena","19/12/1998","Arroyo Fernandez, Ismael","+34 XXXXXXX","+34 XXXXXXX","helena@mailintaor.com","Aranda Alvarez, Pau","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Pau Aranda Alvarez","L'Armentera","Albanyà","helena@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","67497960528","Andreu Casas, Alexandra","08/02/1993","Sancho Salazar, Lola","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Cuevas Juan, Max","+34 XXXXZZZZ","+34 XXXXLLL","lola@mailintaor.com","c/ de l'aviador Max Cuevas Juan","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","42212698152","Pereira Padilla, Nil","26/11/1995","Escudero Torrent, Judith","+34 XXXXXXX","+34 XXXXXXX","nil@mailintaor.com","Cabrera Iglesias, Iris","+34 XXXXZZZZ","+34 XXXXLLL","judith@mailintaor.com","c/ de l'aviador Iris Cabrera Iglesias","L'Armentera","Albanyà","nil@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","17656324724","Sancho Espinosa, Mar","05/06/1997","Martin Ventura, Eloi","+34 XXXXXXX","+34 XXXXXXX","mar@mailintaor.com","Rodriguez Sierra, Marina","+34 XXXXZZZZ","+34 XXXXLLL","eloi@mailintaor.com","c/ de l'aviador Marina Rodriguez Sierra","L'Armentera","Albanyà","mar@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","40479252489","Arias Vives, Albert","06/10/1992","Alba Redondo, Sara","+34 XXXXXXX","+34 XXXXXXX","albert@mailintaor.com","Bautista Ramon, Marc","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Marc Bautista Ramon","L'Armentera","Albanyà","albert@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","56289506381","Ramon Arenas, Inés","04/12/1990","Carrasco Collado, Dídac","+34 XXXXXXX","+34 XXXXXXX","ines@mailintaor.com","Camacho Millan, Eva","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Eva Camacho Millan","L'Armentera","Albanyà","ines@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","38627753466","Sola Collado, Laura","20/11/1995","Rovira Salvador, Marc","+34 XXXXXXX","+34 XXXXXXX","laura@mailintaor.com","Ruiz Ruiz, Valentina","+34 XXXXZZZZ","+34 XXXXLLL","marc@mailintaor.com","c/ de l'aviador Valentina Ruiz Ruiz","L'Armentera","Albanyà","laura@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","76346871425","Macias Quesada, Mario","26/11/1998","Padilla Quesada, Mohamed","+34 XXXXXXX","+34 XXXXXXX","mario@mailintaor.com","Pages Collado, David","+34 XXXXZZZZ","+34 XXXXLLL","mohamed@mailintaor.com","c/ de l'aviador David Pages Collado","L'Armentera","Albanyà","mario@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","14999491296","Arroyo Roig, Bernat","13/07/1990","Escobar Casanovas, Naia","+34 XXXXXXX","+34 XXXXXXX","bernat@mailintaor.com","Medina Navarro, Alan","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Alan Medina Navarro","L'Armentera","Albanyà","bernat@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","37767745909","Prats Benito, Alexandra","27/01/1990","Pons Ortiz, José","+34 XXXXXXX","+34 XXXXXXX","alexandra@mailintaor.com","Martin Alcaraz, Elena","+34 XXXXZZZZ","+34 XXXXLLL","jose@mailintaor.com","c/ de l'aviador Elena Martin Alcaraz","L'Armentera","Albanyà","alexandra@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","12763504471","Aparicio Pastor, Alan","21/04/1995","Salas Soto, Naia","+34 XXXXXXX","+34 XXXXXXX","alan@mailintaor.com","Salvador Mateu, Alejandro","+34 XXXXZZZZ","+34 XXXXLLL","naia@mailintaor.com","c/ de l'aviador Alejandro Salvador Mateu","L'Armentera","Albanyà","alan@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","54946686836","Luna Sancho, Aya","04/03/1994","Linares Riera, Sara","+34 XXXXXXX","+34 XXXXXXX","aya@mailintaor.com","Garriga Oliva, Iris","+34 XXXXZZZZ","+34 XXXXLLL","sara@mailintaor.com","c/ de l'aviador Iris Garriga Oliva","L'Armentera","Albanyà","aya@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","87592375512","Lopez Macias, Leire","17/01/1998","Ribas Carrera, Biel","+34 XXXXXXX","+34 XXXXXXX","leire@mailintaor.com","Planas Arroyo, Iker","+34 XXXXZZZZ","+34 XXXXLLL","biel@mailintaor.com","c/ de l'aviador Iker Planas Arroyo","L'Armentera","Albanyà","leire@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
"1","75980510749","Montoya Soto, Martí","22/03/1997","Mateu Duran, Joel","+34 XXXXXXX","+34 XXXXXXX","marti@mailintaor.com","Planas Soto, Miquel","+34 XXXXZZZZ","+34 XXXXLLL","joel@mailintaor.com","c/ de l'aviador Miquel Planas Soto","L'Armentera","Albanyà","marti@mailintaor.com","+34 XXXXYZZY","La Salle","CFA2A"
